"";"type";"sku";"meta_title";"meta_description";"meta_keyword"
"";"simple";"54968","Заказать качественный каркасный  бассейн  INTEX SEQUOIA SPIRIT в интернет магазине	Каркасный  бассейн  INTEX SEQUOIA SPIRIT  это новинка 2008 года. Новый дизайн  традиционных бассейнов Интекс с отделкой бортов под дерево.";"Каркасный  бассейн,  INTEX, SEQUOIA SPIRIT,Интекс, сборный бассейн, сборно разборный бассейн, бассейн для дачи"
	
